,id,group.id,treatment,trial,conf.HA,conf.SA,sel.adv,sel.adv.gr,conf.sel.adv,conf.unsel.adv,confirm.oppose,won,HA.correct,SA.correct,changed,changed.gr,dominant.balls,majmin
2241,113,23,Individuals in voting groups,1,4,5,0,1,5,4,0,1,1,1,1,0,90,minority
2242,113,23,Individuals in voting groups,2,4,4,1,1,4,4,0,1,1,1,0,1,90,majority
2243,113,23,Individuals in voting groups,3,2,-4,1,0,2,-4,1,0,0,1,0,1,50,minority
2244,113,23,Individuals in voting groups,4,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
2245,113,23,Individuals in voting groups,5,2,2,1,1,2,2,0,1,1,1,0,0,50,majority
2246,113,23,Individuals in voting groups,6,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2247,113,23,Individuals in voting groups,7,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2248,113,23,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2249,113,23,Individuals in voting groups,9,2,2,1,1,2,2,0,1,1,1,0,0,50,majority
2250,113,23,Individuals in voting groups,10,2,1,1,1,1,2,0,1,1,1,0,1,50,majority
2251,113,23,Individuals in voting groups,11,5,5,1,0,5,5,0,1,1,1,0,1,90,minority
2252,113,23,Individuals in voting groups,12,4,3,1,1,3,4,0,1,1,1,0,1,90,majority
2253,113,23,Individuals in voting groups,13,1,-2,1,0,1,-2,1,1,1,0,1,1,50,minority
2254,113,23,Individuals in voting groups,14,1,1,0,1,1,1,0,0,0,0,0,1,50,minority
2255,113,23,Individuals in voting groups,15,1,-2,0,0,1,-2,1,1,1,0,0,0,50,majority
2256,113,23,Individuals in voting groups,16,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2257,113,23,Individuals in voting groups,17,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2258,113,23,Individuals in voting groups,18,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2259,113,23,Individuals in voting groups,19,3,3,1,1,3,3,0,1,1,1,0,0,90,majority
2260,113,23,Individuals in voting groups,20,2,1,1,1,1,2,0,1,1,1,NA,NA,50,majority
2261,114,23,Individuals in voting groups,1,5,5,0,1,5,5,0,1,1,1,0,0,90,minority
2262,114,23,Individuals in voting groups,2,5,4,0,1,4,5,0,1,1,1,1,1,90,minority
2263,114,23,Individuals in voting groups,3,1,-2,1,0,1,-2,1,0,0,1,1,1,50,minority
2264,114,23,Individuals in voting groups,4,2,1,0,1,1,2,0,0,0,0,0,0,50,minority
2265,114,23,Individuals in voting groups,5,1,1,0,1,1,1,0,1,1,1,0,0,50,minority
2266,114,23,Individuals in voting groups,6,1,1,0,1,1,1,0,1,1,1,0,0,50,minority
2267,114,23,Individuals in voting groups,7,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
2268,114,23,Individuals in voting groups,8,2,2,1,1,2,2,0,1,1,1,1,0,50,majority
2269,114,23,Individuals in voting groups,9,1,1,0,1,1,1,0,1,1,1,1,0,50,minority
2270,114,23,Individuals in voting groups,10,2,1,1,1,1,2,0,1,1,1,1,1,50,majority
2271,114,23,Individuals in voting groups,11,5,5,0,0,5,5,0,1,1,1,0,1,90,majority
2272,114,23,Individuals in voting groups,12,3,3,0,1,3,3,0,1,1,1,0,1,90,minority
2273,114,23,Individuals in voting groups,13,1,-2,0,0,1,-2,1,1,1,0,0,1,50,majority
2274,114,23,Individuals in voting groups,14,1,1,0,1,1,1,0,0,0,0,1,1,50,minority
2275,114,23,Individuals in voting groups,15,2,-2,1,0,2,-2,1,1,1,0,1,0,50,minority
2276,114,23,Individuals in voting groups,16,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
2277,114,23,Individuals in voting groups,17,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
2278,114,23,Individuals in voting groups,18,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2279,114,23,Individuals in voting groups,19,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2280,114,23,Individuals in voting groups,20,1,1,1,1,1,1,0,1,1,1,NA,NA,50,majority
2281,115,23,Individuals in voting groups,1,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
2282,115,23,Individuals in voting groups,2,4,5,1,1,5,4,0,1,1,1,1,1,90,majority
2283,115,23,Individuals in voting groups,3,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
2284,115,23,Individuals in voting groups,4,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
2285,115,23,Individuals in voting groups,5,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2286,115,23,Individuals in voting groups,6,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2287,115,23,Individuals in voting groups,7,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2288,115,23,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2289,115,23,Individuals in voting groups,9,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2290,115,23,Individuals in voting groups,10,1,2,1,1,2,1,0,1,1,1,0,1,50,majority
2291,115,23,Individuals in voting groups,11,4,4,1,0,4,4,0,1,1,1,0,1,90,minority
2292,115,23,Individuals in voting groups,12,3,3,1,1,3,3,0,1,1,1,0,1,90,majority
2293,115,23,Individuals in voting groups,13,1,-3,1,0,1,-3,1,1,1,0,0,1,50,minority
2294,115,23,Individuals in voting groups,14,2,2,1,1,2,2,0,0,0,0,1,1,50,majority
2295,115,23,Individuals in voting groups,15,2,-2,0,0,2,-2,1,1,1,0,1,0,50,majority
2296,115,23,Individuals in voting groups,16,1,-4,1,0,1,-4,1,0,0,1,0,1,50,minority
2297,115,23,Individuals in voting groups,17,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2298,115,23,Individuals in voting groups,18,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
2299,115,23,Individuals in voting groups,19,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2300,115,23,Individuals in voting groups,20,2,1,1,1,1,2,0,1,1,1,NA,NA,50,majority
2301,116,24,Individuals in voting groups,1,5,5,1,0,5,5,0,1,1,1,0,0,90,minority
2302,116,24,Individuals in voting groups,2,2,-2,1,0,2,-2,1,0,0,1,0,1,50,minority
2303,116,24,Individuals in voting groups,3,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2304,116,24,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2305,116,24,Individuals in voting groups,5,1,-4,1,0,1,-4,1,1,1,0,0,0,50,minority
2306,116,24,Individuals in voting groups,6,1,-2,1,0,1,-2,1,1,1,0,0,0,50,minority
2307,116,24,Individuals in voting groups,7,1,-4,1,0,1,-4,1,0,0,1,0,1,50,minority
2308,116,24,Individuals in voting groups,8,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
2309,116,24,Individuals in voting groups,9,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2310,116,24,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2311,116,24,Individuals in voting groups,11,1,-2,1,0,1,-2,1,0,0,1,0,1,50,minority
2312,116,24,Individuals in voting groups,12,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
2313,116,24,Individuals in voting groups,13,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2314,116,24,Individuals in voting groups,14,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
2315,116,24,Individuals in voting groups,15,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
2316,116,24,Individuals in voting groups,16,5,4,1,1,4,5,0,1,1,1,1,0,90,majority
2317,116,24,Individuals in voting groups,17,1,1,0,1,1,1,0,0,0,0,1,1,50,minority
2318,116,24,Individuals in voting groups,18,5,4,1,0,5,4,0,1,1,1,0,0,90,minority
2319,116,24,Individuals in voting groups,19,1,-3,1,0,1,-3,1,0,0,1,0,1,50,minority
2320,116,24,Individuals in voting groups,20,2,1,1,1,1,2,0,0,0,0,NA,NA,50,majority
2321,117,24,Individuals in voting groups,1,4,5,0,0,4,5,0,1,1,1,0,0,90,majority
2322,117,24,Individuals in voting groups,2,2,-2,0,0,2,-2,1,0,0,1,1,1,50,majority
2323,117,24,Individuals in voting groups,3,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
2324,117,24,Individuals in voting groups,4,2,1,1,1,1,2,0,0,0,0,1,1,50,majority
2325,117,24,Individuals in voting groups,5,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
2326,117,24,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2327,117,24,Individuals in voting groups,7,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2328,117,24,Individuals in voting groups,8,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2329,117,24,Individuals in voting groups,9,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2330,117,24,Individuals in voting groups,10,1,2,1,1,2,1,0,0,0,0,1,1,50,majority
2331,117,24,Individuals in voting groups,11,2,-2,0,0,2,-2,1,0,0,1,1,1,50,majority
2332,117,24,Individuals in voting groups,12,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2333,117,24,Individuals in voting groups,13,1,1,0,1,1,1,0,1,1,1,1,0,50,minority
2334,117,24,Individuals in voting groups,14,1,2,1,1,2,1,0,0,0,0,1,0,50,majority
2335,117,24,Individuals in voting groups,15,3,4,0,1,4,3,0,1,1,1,1,0,90,minority
2336,117,24,Individuals in voting groups,16,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2337,117,24,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,1,1,50,majority
2338,117,24,Individuals in voting groups,18,5,4,0,0,5,4,0,1,1,1,0,0,90,majority
2339,117,24,Individuals in voting groups,19,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
2340,117,24,Individuals in voting groups,20,1,1,1,1,1,1,0,0,0,0,NA,NA,50,majority
2341,118,24,Individuals in voting groups,1,5,5,0,0,5,5,0,1,1,1,0,0,90,majority
2342,118,24,Individuals in voting groups,2,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
2343,118,24,Individuals in voting groups,3,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2344,118,24,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,1,1,50,majority
2345,118,24,Individuals in voting groups,5,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
2346,118,24,Individuals in voting groups,6,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2347,118,24,Individuals in voting groups,7,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
2348,118,24,Individuals in voting groups,8,3,5,1,1,5,3,0,1,1,1,1,0,90,majority
2349,118,24,Individuals in voting groups,9,1,1,0,1,1,1,0,1,1,1,1,0,50,minority
2350,118,24,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,1,1,50,majority
2351,118,24,Individuals in voting groups,11,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
2352,118,24,Individuals in voting groups,12,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2353,118,24,Individuals in voting groups,13,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2354,118,24,Individuals in voting groups,14,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
2355,118,24,Individuals in voting groups,15,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
2356,118,24,Individuals in voting groups,16,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
2357,118,24,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2358,118,24,Individuals in voting groups,18,3,4,1,0,3,4,0,1,1,1,1,0,90,minority
2359,118,24,Individuals in voting groups,19,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
2360,118,24,Individuals in voting groups,20,2,2,1,1,2,2,0,0,0,0,NA,NA,50,majority
2361,119,24,Individuals in voting groups,1,4,3,0,0,4,3,0,1,1,1,0,0,90,majority
2362,119,24,Individuals in voting groups,2,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
2363,119,24,Individuals in voting groups,3,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2364,119,24,Individuals in voting groups,4,2,2,1,1,2,2,0,0,0,0,1,1,50,majority
2365,119,24,Individuals in voting groups,5,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
2366,119,24,Individuals in voting groups,6,2,-2,0,0,2,-2,1,1,1,0,0,0,50,majority
2367,119,24,Individuals in voting groups,7,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2368,119,24,Individuals in voting groups,8,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
2369,119,24,Individuals in voting groups,9,2,2,1,1,2,2,0,1,1,1,0,0,50,majority
2370,119,24,Individuals in voting groups,10,1,1,1,1,1,1,0,0,0,0,1,1,50,majority
2371,119,24,Individuals in voting groups,11,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2372,119,24,Individuals in voting groups,12,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2373,119,24,Individuals in voting groups,13,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
2374,119,24,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2375,119,24,Individuals in voting groups,15,4,3,0,1,3,4,0,1,1,1,1,0,90,minority
2376,119,24,Individuals in voting groups,16,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2377,119,24,Individuals in voting groups,17,2,1,1,1,1,2,0,0,0,0,1,1,50,majority
2378,119,24,Individuals in voting groups,18,5,5,0,0,5,5,0,1,1,1,0,0,90,majority
2379,119,24,Individuals in voting groups,19,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
2380,119,24,Individuals in voting groups,20,1,1,1,1,1,1,0,0,0,0,NA,NA,50,majority
2381,120,24,Individuals in voting groups,1,4,3,1,0,4,3,0,1,1,1,0,0,90,minority
2382,120,24,Individuals in voting groups,2,1,-3,1,0,1,-3,1,0,0,1,1,1,50,minority
2383,120,24,Individuals in voting groups,3,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
2384,120,24,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2385,120,24,Individuals in voting groups,5,1,-3,1,0,1,-3,1,1,1,0,1,0,50,minority
2386,120,24,Individuals in voting groups,6,2,-3,0,0,2,-3,1,1,1,0,0,0,50,majority
2387,120,24,Individuals in voting groups,7,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2388,120,24,Individuals in voting groups,8,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2389,120,24,Individuals in voting groups,9,1,1,1,1,1,1,0,1,1,1,1,0,50,majority
2390,120,24,Individuals in voting groups,10,1,1,0,1,1,1,0,0,0,0,0,1,50,minority
2391,120,24,Individuals in voting groups,11,1,-4,0,0,1,-4,1,0,0,1,0,1,50,majority
2392,120,24,Individuals in voting groups,12,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
2393,120,24,Individuals in voting groups,13,1,1,1,1,1,1,0,1,1,1,1,0,50,majority
2394,120,24,Individuals in voting groups,14,1,2,0,1,2,1,0,0,0,0,1,0,50,minority
2395,120,24,Individuals in voting groups,15,4,5,1,1,5,4,0,1,1,1,1,0,90,majority
2396,120,24,Individuals in voting groups,16,5,5,0,1,5,5,0,1,1,1,1,0,90,minority
2397,120,24,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,1,1,50,majority
2398,120,24,Individuals in voting groups,18,5,5,0,0,5,5,0,1,1,1,0,0,90,majority
2399,120,24,Individuals in voting groups,19,2,-4,0,0,2,-4,1,0,0,1,1,1,50,majority
2400,120,24,Individuals in voting groups,20,2,1,1,1,1,2,0,0,0,0,NA,NA,50,majority
2401,121,25,Individuals in voting groups,1,5,5,1,1,5,5,0,1,1,1,1,1,90,majority
2402,121,25,Individuals in voting groups,2,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2403,121,25,Individuals in voting groups,3,1,-4,0,0,1,-4,1,0,0,1,0,1,50,majority
2404,121,25,Individuals in voting groups,4,1,2,0,1,2,1,0,1,1,1,0,0,50,minority
2405,121,25,Individuals in voting groups,5,2,1,0,1,1,2,0,1,1,1,0,1,50,minority
2406,121,25,Individuals in voting groups,6,2,-2,0,0,2,-2,1,0,0,1,0,1,50,majority
2407,121,25,Individuals in voting groups,7,1,1,0,1,1,1,0,0,0,0,0,1,50,minority
2408,121,25,Individuals in voting groups,8,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
2409,121,25,Individuals in voting groups,9,5,4,1,1,4,5,0,1,1,1,1,1,90,majority
2410,121,25,Individuals in voting groups,10,5,4,0,0,5,4,0,1,1,1,1,1,90,majority
2411,121,25,Individuals in voting groups,11,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
2412,121,25,Individuals in voting groups,12,4,4,1,1,4,4,0,1,1,1,1,0,90,majority
2413,121,25,Individuals in voting groups,13,2,1,0,1,1,2,0,1,1,1,0,1,50,minority
2414,121,25,Individuals in voting groups,14,2,-2,0,0,2,-2,1,1,1,0,0,1,50,majority
2415,121,25,Individuals in voting groups,15,2,2,0,1,2,2,0,0,0,0,0,0,50,minority
2416,121,25,Individuals in voting groups,16,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
2417,121,25,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2418,121,25,Individuals in voting groups,18,1,1,0,1,1,1,0,0,0,0,0,1,50,minority
2419,121,25,Individuals in voting groups,19,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2420,121,25,Individuals in voting groups,20,1,1,1,1,1,1,0,0,0,0,NA,NA,50,majority
2421,122,25,Individuals in voting groups,1,5,4,0,1,4,5,0,1,1,1,0,1,90,minority
2422,122,25,Individuals in voting groups,2,1,-4,0,0,1,-4,1,1,1,0,1,0,50,majority
2423,122,25,Individuals in voting groups,3,1,-4,1,0,1,-4,1,0,0,1,0,1,50,minority
2424,122,25,Individuals in voting groups,4,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2425,122,25,Individuals in voting groups,5,2,1,1,1,1,2,0,1,1,1,1,1,50,majority
2426,122,25,Individuals in voting groups,6,2,-4,0,0,2,-4,1,0,0,1,1,1,50,majority
2427,122,25,Individuals in voting groups,7,2,1,1,1,1,2,0,0,0,0,1,1,50,majority
2428,122,25,Individuals in voting groups,8,2,-2,0,0,2,-2,1,0,0,1,1,1,50,majority
2429,122,25,Individuals in voting groups,9,5,4,1,1,4,5,0,1,1,1,1,1,90,majority
2430,122,25,Individuals in voting groups,10,4,4,0,0,4,4,0,1,1,1,1,1,90,majority
2431,122,25,Individuals in voting groups,11,5,5,1,1,5,5,0,1,1,1,1,0,90,majority
2432,122,25,Individuals in voting groups,12,4,4,0,1,4,4,0,1,1,1,1,0,90,minority
2433,122,25,Individuals in voting groups,13,1,1,1,1,1,1,0,1,1,1,1,1,50,majority
2434,122,25,Individuals in voting groups,14,1,-2,0,0,1,-2,1,1,1,0,0,1,50,majority
2435,122,25,Individuals in voting groups,15,2,1,0,1,1,2,0,0,0,0,1,0,50,minority
2436,122,25,Individuals in voting groups,16,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2437,122,25,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2438,122,25,Individuals in voting groups,18,2,1,0,1,1,2,0,0,0,0,0,1,50,minority
2439,122,25,Individuals in voting groups,19,2,-4,0,0,2,-4,1,0,0,1,1,1,50,majority
2440,122,25,Individuals in voting groups,20,2,2,1,1,2,2,0,0,0,0,NA,NA,50,majority
2441,123,25,Individuals in voting groups,1,5,5,1,1,5,5,0,1,1,1,1,1,90,majority
2442,123,25,Individuals in voting groups,2,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2443,123,25,Individuals in voting groups,3,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2444,123,25,Individuals in voting groups,4,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2445,123,25,Individuals in voting groups,5,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
2446,123,25,Individuals in voting groups,6,1,-2,1,0,1,-2,1,0,0,1,0,1,50,minority
2447,123,25,Individuals in voting groups,7,1,1,1,1,1,1,0,0,0,0,1,1,50,majority
2448,123,25,Individuals in voting groups,8,2,-4,0,0,2,-4,1,0,0,1,0,1,50,majority
2449,123,25,Individuals in voting groups,9,5,5,0,1,5,5,0,1,1,1,0,1,90,minority
2450,123,25,Individuals in voting groups,10,5,5,0,0,5,5,0,1,1,1,1,1,90,majority
2451,123,25,Individuals in voting groups,11,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2452,123,25,Individuals in voting groups,12,5,4,1,1,4,5,0,1,1,1,1,0,90,majority
2453,123,25,Individuals in voting groups,13,2,1,0,1,1,2,0,1,1,1,1,1,50,minority
2454,123,25,Individuals in voting groups,14,1,-2,1,0,1,-2,1,1,1,0,0,1,50,minority
2455,123,25,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2456,123,25,Individuals in voting groups,16,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2457,123,25,Individuals in voting groups,17,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
2458,123,25,Individuals in voting groups,18,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2459,123,25,Individuals in voting groups,19,1,-3,1,0,1,-3,1,0,0,1,0,1,50,minority
2460,123,25,Individuals in voting groups,20,1,1,1,1,1,1,0,0,0,0,NA,NA,50,majority
2461,124,25,Individuals in voting groups,1,5,4,0,1,4,5,0,1,1,1,0,1,90,minority
2462,124,25,Individuals in voting groups,2,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
2463,124,25,Individuals in voting groups,3,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
2464,124,25,Individuals in voting groups,4,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
2465,124,25,Individuals in voting groups,5,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
2466,124,25,Individuals in voting groups,6,2,-2,1,0,2,-2,1,0,0,1,0,1,50,minority
2467,124,25,Individuals in voting groups,7,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2468,124,25,Individuals in voting groups,8,1,-4,1,0,1,-4,1,0,0,1,0,1,50,minority
2469,124,25,Individuals in voting groups,9,3,3,1,1,3,3,0,1,1,1,0,1,90,majority
2470,124,25,Individuals in voting groups,10,5,4,1,0,5,4,0,1,1,1,0,1,90,minority
2471,124,25,Individuals in voting groups,11,4,3,1,1,3,4,0,1,1,1,0,0,90,majority
2472,124,25,Individuals in voting groups,12,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
2473,124,25,Individuals in voting groups,13,1,2,1,1,2,1,0,1,1,1,0,1,50,majority
2474,124,25,Individuals in voting groups,14,1,-4,1,0,1,-4,1,1,1,0,0,1,50,minority
2475,124,25,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2476,124,25,Individuals in voting groups,16,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2477,124,25,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
2478,124,25,Individuals in voting groups,18,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2479,124,25,Individuals in voting groups,19,2,-4,1,0,2,-4,1,0,0,1,0,1,50,minority
2480,124,25,Individuals in voting groups,20,1,1,1,1,1,1,0,0,0,0,NA,NA,50,majority
2481,125,25,Individuals in voting groups,1,3,5,1,1,5,3,0,1,1,1,1,1,90,majority
2482,125,25,Individuals in voting groups,2,1,-4,0,0,1,-4,1,1,1,0,1,0,50,majority
2483,125,25,Individuals in voting groups,3,2,-3,1,0,2,-3,1,0,0,1,0,1,50,minority
2484,125,25,Individuals in voting groups,4,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
2485,125,25,Individuals in voting groups,5,1,2,1,1,2,1,0,1,1,1,1,1,50,majority
2486,125,25,Individuals in voting groups,6,1,-4,0,0,1,-4,1,0,0,1,0,1,50,majority
2487,125,25,Individuals in voting groups,7,1,1,0,1,1,1,0,0,0,0,1,1,50,minority
2488,125,25,Individuals in voting groups,8,1,-3,1,0,1,-3,1,0,0,1,1,1,50,minority
2489,125,25,Individuals in voting groups,9,4,4,0,1,4,4,0,1,1,1,0,1,90,minority
2490,125,25,Individuals in voting groups,10,3,4,0,0,3,4,0,1,1,1,1,1,90,majority
2491,125,25,Individuals in voting groups,11,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
2492,125,25,Individuals in voting groups,12,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
2493,125,25,Individuals in voting groups,13,2,1,1,1,1,2,0,1,1,1,1,1,50,majority
2494,125,25,Individuals in voting groups,14,2,-3,0,0,2,-3,1,1,1,0,1,1,50,majority
2495,125,25,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
2496,125,25,Individuals in voting groups,16,2,2,0,1,2,2,0,0,0,0,0,0,50,minority
2497,125,25,Individuals in voting groups,17,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
2498,125,25,Individuals in voting groups,18,1,2,1,1,2,1,0,0,0,0,1,1,50,majority
2499,125,25,Individuals in voting groups,19,2,-4,0,0,2,-4,1,0,0,1,0,1,50,majority
2500,125,25,Individuals in voting groups,20,1,1,0,1,1,1,0,0,0,0,NA,NA,50,minority
2501,126,26,Individuals in voting groups,1,5,5,1,0,5,5,0,1,1,1,0,0,90,minority
2502,126,26,Individuals in voting groups,2,2,-4,1,0,2,-4,1,0,0,1,0,1,50,minority
2503,126,26,Individuals in voting groups,3,1,1,1,1,1,1,0,0,0,0,0,1,50,majority
2504,126,26,Individuals in voting groups,4,1,-3,1,0,1,-3,1,0,0,1,0,1,50,minority
2505,126,26,Individuals in voting groups,5,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
2506,126,26,Individuals in voting groups,6,2,-4,1,0,2,-4,1,1,1,0,0,0,50,minority
2507,126,26,Individuals in voting groups,7,1,-4,1,0,1,-4,1,0,0,1,0,1,50,minority
2508,126,26,Individuals in voting groups,8,2,2,1,1,2,2,0,0,0,0,0,1,50,majority
2509,126,26,Individuals in voting groups,9,4,4,1,0,4,4,0,1,1,1,0,0,90,minority
2510,126,26,Individuals in voting groups,10,4,4,1,0,4,4,0,1,1,1,0,0,90,minority
2511,126,26,Individuals in voting groups,11,2,-3,1,0,2,-3,1,1,1,0,1,0,50,minority
2512,126,26,Individuals in voting groups,12,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2513,126,26,Individuals in voting groups,13,3,4,0,0,3,4,0,1,1,1,0,0,90,majority
2514,126,26,Individuals in voting groups,14,3,4,0,0,3,4,0,1,1,1,0,0,90,majority
2515,126,26,Individuals in voting groups,15,1,-2,0,0,1,-2,1,1,1,0,0,0,50,majority
2516,126,26,Individuals in voting groups,16,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
2517,126,26,Individuals in voting groups,17,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2518,126,26,Individuals in voting groups,18,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
2519,126,26,Individuals in voting groups,19,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
2520,126,26,Individuals in voting groups,20,1,-3,0,0,1,-3,1,0,0,1,NA,NA,50,majority
2521,127,26,Individuals in voting groups,1,5,5,1,0,5,5,0,1,1,1,0,0,90,minority
2522,127,26,Individuals in voting groups,2,1,-4,1,0,1,-4,1,0,0,1,1,1,50,minority
2523,127,26,Individuals in voting groups,3,1,1,0,1,1,1,0,0,0,0,0,1,50,minority
2524,127,26,Individuals in voting groups,4,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
2525,127,26,Individuals in voting groups,5,2,2,1,1,2,2,0,1,1,1,1,1,50,majority
